 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   2000
 OBJECTIVE VALUE =  0.000000000E+00


 NEW INTEGER SOLUTION OF   0.000000000E+00 AT BRANCH      0 PIVOT    2000
 BOUND ON OPTIMUM: 0.0000000E+00
 ENUMERATION COMPLETE. BRANCHES=     0 PIVOTS=    2000

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.0000000E+00

  VARIABLE        VALUE          REDUCED COST
    RT0997   6428160.000000          0.000000
    SF1097         0.000000          0.000000
    SI1097         0.000000          0.000000
    PR1097         0.000000          0.000000
    EV1097         0.000000          0.000000
    DM1097  13392000.000000          0.000000
    QJ1097 811640448.000000          0.000000
    QM0497 773870144.000000          0.000000
    RT0397         0.000000          0.000000
    RT0297  13392000.000000          0.000000
    SF0497         0.000000          0.000000
    SI0497         0.000000          0.000000
    PR0497         0.000000          0.000000
    EV0497         0.000000          0.000000
    DM0497  13392000.000000          0.000000
    QJ0497 882827456.000000          0.000000
    QM0597 896219456.000000          0.000000
    RT0497  13392000.000000          0.000000
    SF0597         0.000000          0.000000
    SI0597         0.000000          0.000000
    PR0597         0.000000          0.000000
    EV0597         0.000000          0.000000
    DM0597  13392000.000000          0.000000
    QJ0597 988195712.000000          0.000000
    QM1197 ****************          0.000000
    RT0797  13392000.000000          0.000000
    RT1097  13392000.000000          0.000000
    RT0597  13392000.000000          0.000000
    DM1197  13392000.000000          0.000000
    QJ1197 ****************          0.000000
    QM1397 ****************          0.000000
    RT1297  13392000.000000          0.000000
    RT1197  13392000.000000          0.000000
    DM1397  13392000.000000          0.000000
    QJ1397 ****************          0.000000
    QM1797 ****************          0.000000
    RT1697  13392000.000000          0.000000
    RT1397  13392000.000000          0.000000
    SF1797         0.000000          0.000000
    SI1797         0.000000          0.000000
    PR1797         0.000000          0.000000
    EV1797         0.000000          0.000000
    DM1797  13392000.000000          0.000000
    QJ1797 ****************          0.000000
    QM1897 ****************          0.000000
    RT1797  13392000.000000          0.000000
    DM1897  13392000.000000          0.000000
    QJ1897 ****************          0.000000
    QM0698         0.000000          0.000000
    DM0698  12096000.000000          0.000000
    QJ0698  67544064.000000          0.000000
    QM0398         0.000000          0.000000
    DM0398  12096000.000000          0.000000
    QJ0398 866436480.000000          0.000000
    QM1298         0.000000          0.000000
    SF1298         0.000000          0.000000
    SI1298         0.000000          0.000000
    PR1298         0.000000          0.000000
    EV1298         0.000000          0.000000
    DM1298  12096000.000000          0.000000
    QJ1298 151562880.000000          0.000000
    QM0198         0.000000          0.000000
    DM0198  12096000.000000          0.000000
    QJ0198  65342592.000000          0.000000
    QM1598         0.000000          0.000000
    DM1598  12096000.000000          0.000000
    QJ1598 642031488.000000          0.000000
    QM1498         0.000000          0.000000
    DM1498  12096000.000000          0.000000
    QJ1498 440125056.000000          0.000000
    QM0898         0.000000          0.000000
    SF0898         0.000000          0.000000
    SI0898 100000000.000000          0.000000
    PR0898      9622.000000          0.000000
    EV0898    414800.031250          0.000000
    DM0898  12096000.000000          0.000000
    QJ0898 235142592.000000          0.000000
    QM0798  67544064.000000          0.000000
    RT0698         0.000000          0.000000
    SF0798         0.000000          0.000000
    SI0798         0.000000          0.000000
    PR0798         0.000000          0.000000
    EV0798         0.000000          0.000000
    DM0798  12096000.000000          0.000000
    QJ0798  96622848.000000          0.000000
    QM0998 247238592.000000          0.000000
    RT0898  12096000.000000          0.000000
    DM0998   9676800.000000          0.000000
    QJ0998 336628032.000000          0.000000
    QM1698 ****************          0.000000
    RT1598         0.000000          0.000000
    RT1498         0.000000          0.000000
    SF1698         0.000000          0.000000
    SI1698         0.000000          0.000000
    PR1698         0.000000          0.000000
    EV1698         0.000000          0.000000
    DM1698  12096000.000000          0.000000
    QJ1698 ****************          0.000000
    QM0298  65342592.000000          0.000000
    RT0198         0.000000          0.000000
    SF0298         0.000000          0.000000
    SI0298         0.000000          0.000000
    PR0298         0.000000          0.000000
    EV0298         0.000000          0.000000
    DM0298  12096000.000000          0.000000
    QJ0298 273417984.000000          0.000000
    QM1098 342434112.000000          0.000000
    RT0998   5806080.000000          0.000000
    SF1098         0.000000          0.000000
    SI1098         0.000000          0.000000
    PR1098         0.000000          0.000000
    EV1098         0.000000          0.000000
    DM1098  12096000.000000          0.000000
    QJ1098 720724416.000000          0.000000
    QM0498 ****************          0.000000
    RT0398         0.000000          0.000000
    RT0298  12096000.000000          0.000000
    SF0498         0.000000          0.000000
    SI0498         0.000000          0.000000
    PR0498         0.000000          0.000000
    EV0498         0.000000          0.000000
    DM0498  12096000.000000          0.000000
    QJ0498 ****************          0.000000
    QM0598 ****************          0.000000
    RT0498  12096000.000000          0.000000
    SF0598         0.000000          0.000000
    SI0598         0.000000          0.000000
    PR0598         0.000000          0.000000
    EV0598         0.000000          0.000000
    DM0598  12096000.000000          0.000000
    QJ0598 ****************          0.000000
    QM1198 ****************          0.000000
    RT0798  12096000.000000          0.000000
    RT1098  12096000.000000          0.000000
    RT0598  12096000.000000          0.000000
    DM1198  12096000.000000          0.000000
    QJ1198 ****************          0.000000
    QM1398 ****************          0.000000
    RT1298  12096000.000000          0.000000
    RT1198  12096000.000000          0.000000
    DM1398  12096000.000000          0.000000
    QJ1398 ****************          0.000000
    QM1798 ****************          0.000000
    RT1698  12096000.000000          0.000000
    RT1398  12096000.000000          0.000000
    SF1798         0.000000          0.000000
    SI1798         0.000000          0.000000
    PR1798         0.000000          0.000000
    EV1798         0.000000          0.000000
    DM1798  12096000.000000          0.000000
    QJ1798 ****************          0.000000
    QM1898 ****************          0.000000
    RT1798  12096000.000000          0.000000
    DM1898  12096000.000000          0.000000
    QJ1898 ****************          0.000000
    QM0699         0.000000          0.000000
    DM0699  13392000.000000          0.000000
    QJ0699  60130080.000000          0.000000
    QM0399         0.000000          0.000000
    DM0399  13392000.000000          0.000000
    QJ0399 659663104.000000          0.000000
    QM1299         0.000000          0.000000
    SF1299         0.000000          0.000000
    SI1299         0.000000          0.000000
    PR1299         0.000000          0.000000
    EV1299         0.000000          0.000000
    DM1299  13392000.000000          0.000000
    QJ1299 144660384.000000          0.000000
    QM0199         0.000000          0.000000
    DM0199  13392000.000000          0.000000
    QJ0199  58415904.000000          0.000000
    QM1599         0.000000          0.000000
    DM1599  13392000.000000          0.000000
    QJ1599 178006464.000000          0.000000
    QM1499         0.000000          0.000000
    DM1499  13392000.000000          0.000000
    QJ1499 166810752.000000          0.000000
    QM0899         0.000000          0.000000
    SF0899 100000000.000000          0.000000
    SI0899         0.000000          0.000000
    PR0899     17392.000000          0.000000
    EV0899    515970.000000          0.000000
    DM0899  13392000.000000          0.000000
    QJ0899  62803472.000000          0.000000
    QM0799  60130080.000000          0.000000
    RT0699         0.000000          0.000000
    SF0799         0.000000          0.000000
    SI0799         0.000000          0.000000
